"এখন আর শিক্ষকদের ভেল্যু নেই!  ছাত্ররাই যেখানে শিক্ষকের মারে!   একটা সময় শিক্ষকদের ভয় পেতো,যার জন্য জেনারেশন টাও যথেষ্ট ভালো ছিল!  গার্ডিয়ানদের অসচেতনতা এসবের জন্যই দায়ী! চুলের যে কাটিং দেয়! সামাজিক অবক্ষয় ছাড়া কিছু নয়!   মাদ্রাসার শিক্ষক কে গ্রেফতার করা হলো! আর ভার্সিটির শিক্ষিকা কে এখনো কিছুই করতে পারলোনা!   সেলুকাস!",1
যে লম্বা চুল দেখলাম এটা তো একজন মাদ্রাসা ছাত্রের চুল হতে পারেনা। শিক্ষক ঠিক কাজ করেছেন।,0
বড় চুল মাদ্রাসার পরিবেশ ও শিক্ষার সাথে সঙ্গতিপূর্ণ নয়,0
শিক্ষিকা কর্তৃক ছাত্রের চুল কাটাকে কেন্দ্র করে আন্দোলনকারী বখাটে ছাত্ররাও এখানে এসে কমেন্টস করে সাধু সাজবে! বিদ্যালয়গুলো থেকে বেত নিষিদ্ধের কারনেই বেশি বেশি বখাটে উৎপান্ন হচ্ছে!,1
"মাদ্রাসায় নৈতিক ও আদব শিক্ষাকে সবচেয়ে বেশি গুরুত ও প্রাধান্য দেয়া হয়, এখানে শিক্ষক সঠিক কাজটি করেছেন। এটা পড়া লেখার যায়গা আদব কায়দার জায়গা এটা পানকু করার যায়গা না।",0
"কারন তিনি মাদ্রাসা শিক্ষক,,,  নয়,,,  আল্লাহ তোদের বিচার করুক,,,",0
আমি চুল কেটে দেওয়া ঐ শিক্ষকের পক্ষে অবস্থান করলাম।,0
শিক্ষিকা কে তো গ্রেফতার করা হয়নি।মাদ্রাসা শিক্ষকের জন্য আলাদা আইন নাকি।,1
কিন্তু সেই মহিলা শিক্ষিকা কে কেন আটক করা হলোনা?,0
"ভালো শিক্ষকদের মূল্য নাই, পান্নার মতো চরিত্রহননকারী শিক্ষকের মূল্য আছে!",1
"কয়দিন পরে সব অনিয়ম নিয়ম হবে ...... এটা মাদ্রাসা ছিল .......  ভার্সিটি না  স্কুলে মাদ্রাসায় ভদ্রতা শেখানো হয়, অভদ্র আচরণ না",0
এটা শিক্ষকের সাথে অন্যয়,0
শিক্ষিকা কে কেনো আটক করা হবে না...?,0
কিছু করার নাই। বখাটের জয় হল।,1
আওতায় থাকা স্কুল কলেজে গ্রেফতার করতে যেয়ে দেইখো পুলিশ কাকু,0
অই ম্যাডাম কে এখনো গ্রেফতার করলো না যে,0
"সকল শিক্ষা প্রতিষ্ঠানের ড্রেসকোডে হেয়ার কাটিং অন্তর্ভুক্ত করার দাবী জানাচ্ছি।   আগে আগে আমাদের চুল বড় হলে,শিক্ষক চুলের মুঠি ধরে পিঠে ঘা বসাতো। আর এখন যত্তসব ফালতু কাটিং মেরে পোলাপান শিক্ষা প্রতিষ্ঠানে আসলে, কিছু বলা পর্যন্ত যায় না। সামাজিক অবক্ষয়ের দিকে হাঁটছি না তো??",1
ভালো কথার ও ভালো কাজের  আর ভালো মানুষের দুনিয়ায় ভাত নাই,1
"পৃথিবীর অন্যান্য দেশে শিক্ষকতা সবচাইতে মর্যাদার পেশা।  আর বাংলাদেশে অদূর ভবিষ্যতে শিক্ষকতা  হবে সবচাইতে নিম্ন শ্রেণীর পেশা, যাদের থাকবে না কোন সম্মান ইজ্জত।  যেখানে মানুষ গড়ার কারিগরদের কোন মূল্যায়ণ নাই, সে জাতির ভবিষ্যৎ চরম অন্ধকার।",1
"১৪ জনের চুল কাটা হলো, একজন আত্ম হত্যার চেষ্টা করলো, টকশো হলো, ভার্সিটি বন্ধ হলো তবুও তার কিছু হলো না। আর যখনি শুনছে এটা মাদরাসা আর সাথে সাথেই অ্যাকশন!!!  বাহ! একটিভ প্রশাসন।।।",1
সমাজের সব থেকে বড় অসহায় পেশা হচ্ছে এখন শিক্ষকতা,1
বাদশাহ আলমগীর কোথায় তুমি?? দেখে যাও এই জাতির অবনতি,1
দেশটা সন্ত্রাসীদের অভয়ারণ্যে পরিণত হওয়ার জন্য এই ক্ষুদ্র প্রচেষ্টাগুলো যথেষ্ট নয় কি? একজন ছাত্র যদি এখনি নিয়ম শৃঙ্খলায় বড় না হয় তাহলে তার ভবিষ্যৎ আরও খারাপ হবে।,1
ভালোই তো  শিক্ষক আর ছাত্র ছাত্রীদের শাসন করা লাগবেনা।  ছাত্র ছাত্রী শিক্ষকদের শাসন করবে,1
লক্ষ্মীপুরে ৬ ছাত্রের চুল কেটে দেয়ার অভিযুক্ত মাদ্রাসা শিক্ষককে আটক করেছে পুলিশ। অন্য দিকে রবীন্দ্র বিশ্ববিদ্যালয়ে চুল কাটার ‘প্রমাণ পেয়েছে’ তদন্ত কমিটি কিন্তু এখনো শাস্তি পায়নি সেই শিক্ষিকা।,0
চুল কেটে ভুল কি করছে  আমাদেরও করত এমন।।।,0
আইন কী সবার জন্য সমান নয়? টিচারকে কেন গ্রেফতার করা হয়নি?  অমানুষের বাচ্চা।,0
শিক্ষক কি মহিলা কোটায় ছাড়া পাইলো? ধরলে দুই জনকেই ধরেন। বাংলাদেশে নারী-পুরুষ সমান ।,1
সামাজিক অবক্ষয়ের উৎকৃষ্ট উদাহরণ। এই তরুণ শিক্ষার্থীদের উৎসাহ দেয়া হচ্ছে। এরা আরও বেশি শৃঙ্খলাবোধ ভেঙ্গে চলবে। বখাটেপনা করবে। ইভটিজিং করতে তাদের আর কোন বাধা থাকবে না। যে কোন অঙ্গভঙ্গি প্রদর্শন করবে।,1
কুত্তার বাচ্চা মার্কা সাংবাদিক হলে যা হয়,1
"কিছুই বলার নেই,।মনে মনে গালি গুলা জমিয়ে রাখলাম,সব দোষ শুধু মসজিদ মাদ্রাসা এর জন্য তৈরি হয়,কলেজ আর বিশ্ববিদ্যালয় এর কোনো নিয়ম নেই",1
".।   একটা ছাত্র যখন ভাল একটা পজিশন এ যায় তখন তার কছে জানতে চাইলে তার অর্জনে কে কে পেছনে ছিল তার বেশিরভাগ উত্তর ই আসে এমন বাজে কয়টা স্যার এর নাম যারা মাঝে মাঝে চুলে কেটে দিত,   বেত দিয়ে পিটাতো আরো হাজারো খারাপ রেকর্ড তার পাশে।  সত্যিকার অর্থে এই বাজে স্যার গুলোই শিক্ষকতা নামক মহান পেশার শেষ্ট মুকুট।",0
"শিক্ষকেরকে অবমাননা নয়,  তারা দেশ গড়ার কারিগর, সকলের উচিত তাদের কথা মেনে চলা এবং সম্মান দেখানো",0
"আগে আমরাও চুল বড় রেখেছি, প্রচন্ড মারও খেয়েছি, চুলও কেটে দেওয়া হয়েছিল তবে কখনো শিক্ষকদের সাথে বেয়াদবি করিনি, কারো বিরুদ্ধে অভিযোগ করিনি কখনো বরং নিজেদের শুধরে নিয়েছি। আর এখন ছাত্রদের শিক্ষকরা ভয় পাই।",0
বর্তমান ছাত্রদের চাল-চলন দেখলে মনে হয় এরা নেশাগ্রস্ত। ভদ্রতার নুন্যতম বালাই নেই। শিক্ষক তার প্রকৃত কাজটি করাতে তথাকথিত মিডিয়ার কারনে প্রচার হওয়ায় তিনি যদি পুলিশ হাতে গ্রেফতার হয়ে থাকেন তাহলে পুলিশের হাতে বন্দী আমাদের বিবেকও।,1
শিক্ষকের অপমান করার আর কি বাকী আছে । তবে একটা সত্যি কথা কি এই ছাএ গুলো কোন দিন মানুষ হবেনা হলফ করে বলা যায় ।এখন যেমন ওরা বিবেকহীন পরে  হয়তো মানসিক হসপিটালে ভর্তি থাকতে হবে শিক্ষকের অভিশাপে,1
ছাএ ছিলো ওদের সাথে বয়স সময় অবস্থা সবকিছুর পার্থক্য রয়েছে।শিক্ষন একদম ১০০% সঠিক কাজ করছেন।,0
আজ মাদ্রাসার শিক্ষক বলে তাৎক্ষণিক গ্রেফতার করলো আর ঐ মহিলা বেলায় তো সাধুবাদ।  বাহ্,0
"ধন্যবাদ  সেই  শিক্ষক  কে, পরিবার, অবিভাবকরা নিজে দায়িত্ব  পালন না করলে শিক্ষক কে দায়িত্ব  পালন করতে হবে।",0
"একজন শিক্ষক যদি তার নৈতিক দায়িত্ব পালনে গ্রেফতার হতে হয়, তাহলে আর শিক্ষকতা পেশার মূল্য কি থাকল? এটা বরং ছাত্র নামদারি বখাটেদের উৎসাহ দেওয়া হলো!",1
"কিছু বছর আগেও দূর থেকে মাস্টারমশাই আসছে দেখে চলন্ত সাইকেল দুম করে ব্রেক কষে পড়িমরি করে সাইকেল থেকে  ছাত্ররা নেমে পড়তো, অপরদিক থেকে মাস্টারমশাই এর স্নেহ মাখা গম্ভীর স্বর ভেসে আসতো- ""আরে থাক থাক..""  ইতস্তত গলায় ছাত্ররা জিজ্ঞেস করতো- ""স্যার ভালো আছেন?"" কিংবা ""স্যার কোথায় চললেন?"" দেখতে সাধারণ হলেও, এইসব ঘটনার মধ্যে দিয়ে আস্তে আস্তে ছাত্র ছাত্রীরা মানুষ হয়ে উঠতো।  আর কিছু জন দেখেও না দেখার ভান করে, নিউটনের চতুর্থ সূত্র আবিষ্কার করার চিন্তা করছে, এমন উদাসীন মুখ করে পাশ কাটিয়ে চলে যেত..  স্যারদের প্রতি সেই আন্তরিকতা,  সম্মান, শ্রদ্ধাবোধ এখন বিলুপ্তির পথে প্রায়.....  সকল শিক্ষকদের প্রতি বিনম্র শ্রদ্ধা  ও ভালোবাসা, সকল শিক্ষকরা ভালো থাকবেন সুস্থ থাকবেন।",0
প্রতিটি মাদ্রাসায় চুল নির্দিষ্ট সাইজের বড় হলে তা অবশ্যই   কেটে ফেলতে হয়। ওস্তাদরা তাদের ছাত্রদের চুল কেটেদেন অনুরূপ ভাবে ছাত্রাও তাদের ওস্তাদদের চুল কেটে দেয়।ছাত্ররাও ছাত্রদের চুল কেটে দেয়। এখানে অনিয়ম হয়নি।,0
"আমার কথা হলো, কিছুদিন আগে কিছু পুলিশ ভাইদের দেখলাম দেশের বিভিন্ন জায়গায় কিশোরদের বখাটে স্টাইলের চুল টাকার কারণে তাদের ধরে সেলুনে নিয়ে মার্জত স্টাইলে চুল কাটাতে বাধ্য করেছিলেন তাহলে সেইম কাজ শিক্ষক করলে দোষের কী দেখলেন??",0
"আটক কেন করছেন, আমি এর তীব্র প্রতিবাদ জানায়",0
"হাত থেকে যেদিন বেত কেড়ে নেয়া হয়েছে সেদিন থেকেই জাতির ভবিষ্যতে ধংস শুরু। একটি ধর্মীয় শিক্ষা প্রথিষ্ঠানে পড়াশোনা করবে আবার চুল রাখবে বখাটেদের মত অথচ শিক্ষকরা কিছুই বলতে পারবেনা? অবিভাবকদের বলি আপনারাতো স্যার কে ধন্যবাদ দেয়া দরকার, তা না করে আবার উল্টো ক্ষোভ প্রকাশ করেন। তাহলে সন্তানকে মাদ্রাসায় দেয়ার কি দরকার ছিল?  সন্তানকে মাস্তানি করা শিখান। এক সময় শিক্ষকরা ছাত্রদের শাষন করলে অভিবাবকরা ভয়েও শিক্ষককে প্রশ্ন করতনা, আর এখন?",1
এই সাংবাদিক কে এখনো ভারত রত্ন দেওযা হলো না কেন! বুঝছি  এদেশে এখনো রাজাকার রযেছে।  নতুন করে আবার রাজাকার এর নামীয তালিকা তৈরি করতে হবে।,0
আমার চুল যে আমার শিক্ষক কতবার কেটেছে তার সঠিক হিসাব নেই। বর্তমান অবস্থা যদি সেই সময়ে এমন থাকতো তাহলে স্যারদের যে কত বছরের জেল হত হিসাব নেই। স্যার কিছু মিষ্টি খাওয়ান বেঁচে গেলেন,0
বাংলাদেশের ডিফেন্সে কেন  চুল ছোট রাখতে হয়??? তারাও বখাটে স্টাইলে চুল রাখুক!!!,1
আহারে আমার সোনার বাংলাদেশ,0
বাল তুলি খালে ফালানোর জন্য ধন্যবাদ আপ্নেদের,1
"এদেশের মিডিয়াগুলোই এদেশের প্রধান শত্রু৷  শিক্ষক তার ছাত্রকে শাসন করবে, বখাটে পোলাপানের মত চুল থাকলে সেটা কেটে দেবে— তাতে মিডিয়ার এতো চুলকানি কেন?  এরা চায়, সব পোলাপান বখাটে হয়ে যাক৷ বিটিএস হয়ে যাক৷ বিয়ে না করে লিভটুগেদার করুক৷ তাদের জন্য পথে পথে যত্রতত্র বেলুন পড়ে থাকা কাশবন গড়ে তোলা হোক৷  দেশের শিল্প সংস্কৃতি চলে গেছে নষ্টদের হাতে৷ আলেমগণ যে পর্যন্ত সাহিত্য সাংবাদিকতার হাল না ধরবেন, এই পতন রোধ হবে না৷",1
এটাই হচ্ছে কওমী এবং আলিয়ার ছাত্রের মধ্য আকাশ পাতাল ডিফারেন্স,0
বাংলাদেশের শিক্ষকদের যদি নূন্যতম ব্যাক্তিত্ব বোধ থাকতো তাহলে সবাই এক যুগে সমস্ত শিক্ষা প্রতিষ্ঠানে তালা ঝুলিয়ে দিত  এর চাইতে লজ্জার আর কি হতে পারে একজন শিক্ষক তার ছাত্রদের শাসন করার জন্য গ্রেফতার হবে,1
"আহ্!!!! অবাক তখনি হই,,,,, যখন কোন ছাত্রকে তার ভদ্রতা ও উপযুক্ত মানুষ করতে গিয়ে যখন শুনি কোন শিক্ষক উল্টো অপমানিত হয়ে সাজা ভোগ করতে হয়, তবে মনে রাখবেন এসব হাইব্রিড শিক্ষার্থীদের জীবনে কখনো কাউকে মুল্যায়ন শিখবে না।",1
"ছাত্ররা শিক্ষকদেরকে শিখায় কিভাবে ছাত্র ছাত্রীদের সাথে আচরণ করতে হবে, আর কিভাবে শিক্ষকতা করতে হবে। দুনিয়ায় নিয়ম যেন উল্টো পথে চলছে।",1
শিক্ষক কে গ্রেফতার করা উচিত হয় নাই!!,0
"ছাত্রদের চুল এত বড় থাকবে কেন? শিক্ষক কি অন্যায় করেছে, এরকম যদি শিক্ষকদের দোষ খুঁজে  তাহলে দেশে সঠিক শিক্ষা বলতে কিছু থাকবে না।",0
শিক্ষক দিবসে ছাত্রদের সেবায় মহান শিক্ষক !!! এটা হওয়া উচিত ছিল হেডলাইন,0
"আমি মনে করি এখানে দোষটা শিক্ষকের ও নয় ছাত্রদের ও নয়, দোষটা ঐ ছাত্রদের অভিভাবকদের, শিক্ষক অধিকারের ক্ষেত্রে শাসন করেছে, ছাত্ররা তাদের অসুস্থ মানসিকতার কারনে বিষয়টিকে নিয়ে আইনের ধারস্ত হয়েছে, কিন্তু ঐ ছাত্রদের অভিভাবকগন কেমন মানসিকতার মানুষ যে তারা তাদের সন্তানদের বিষয়টিতে প্রশ্রয় দিয়েছেন, তারা কি এক সময় ছাত্র/ছাত্রী ছিলেন না, তারা কি শিক্ষকদের শাসনে বড় হয় নাই, তারা তাদের এই অগ্যতা দিয়ে কিভাবে ভবিষ্যতে আদর্শ মানুষ হিসেবে গড়ে তুলবে...?  বিঃদ্রঃ= আমিও একজন ছাত্র ছোট বেলায় কাওমী মাদ্রাসায় পড়াশোনা করেছি, ওখানে হুজুররা আমাকে হাত পা বেঁধে পর্যন্ত শাসন করেছে, আবার বুকে টেনে নিয়ে আদর ও করেছে, কই তাহলেতো আমিও বলতে পারতাম শিক্ষকরা আমাকে বেঁধে নির্যাতন করেছে....!",1
শিক্ষিকা ছাত্রদের চুল কাটলো ছাত্ররা আন্দোলন পর্যন্ত করলো তারপরেও সেই শিক্ষিকাকে আটক করা হলো না কেনো????,1
শিক্ষক শাসন করেছেন ছাত্র সঠিক পথে আসার জন্য এরই প্রেক্ষিতে শিক্ষককে কঠিন মূল্য দিতে হচ্ছে,0
শিক্ষার্থীর বা বিদ্যার্থী সংখ্যা ক্রমে হ্রাস পাচ্ছে পরীক্ষার্থীর সংখ্যা দিন দিন বৃদ্ধি পাচ্ছে আজ হতে উন্নত হল শিক্ষাগুরুর শির সত্যিই তুমি মহান উদার বাদশা আলমগীর,0
বিভেকহীনদের লিলাখেলার ফসল এমনি চলবে।,1
মাদ্রাসা শিক্ষক হলে সে আটক হয়...  কিন্তু বিশ্ববিদ্যালয় শিক্ষিকা হলে সে আটক হয় না....  বাহ দেশের আইন.....,1
এইরকম দেশ আশা করিনি শাসন করার জন্য শিক্ষক গ্রেফতার মেরুদন্ডহীন জাতির  অপেক্ষায় আগামীর সোনার  বাংলাদেশ,1
কদিন পরে দেখা যাবে  যে বখাটে পোলাপাইনদের শিক্ষক রা স্যার বলে সম্মোদন করতে হবে। বড় গলায় কথা বললে মামলা করে দিবে বখাটে রা। হইরে সিস্টেম কতটা অপমান করা হচ্ছে এই শিক্ষক কে এই গ্রফতার এর মাধ্যমে। অন্তত উনাকে নোটিশ পাঠাতে পারতো এভাবে সরাসরি গ্রেফতার না করে।কারন আমরা সবাই কোন না কোন শিক্ষক এর ছাএ। মিড়িয়া ব্যাপারটা এমন ভাবে ছড়িয়ে দিলো মনে হচ্ছে তিনি চুল কাটেন নাই ধর্ষণ করছেন   আপসোস,1
একই অপরাধে সাজা দুই রকম কেন,0
"আমরা শিক্ষকরা স্কুল কলেজে ভবিষ্যতে ছাত্রদেরকে পড়াবো না, সন্ত্রাসীদেরকে পড়াবো দেশ ও জাতি গঠন করার জন্য।",1
"একই দেশে অবস্থান ভেদে আইন ভিন্ন আর শাস্তিও ভিন্ন , তাই একই অভিযোগে মাদ্রাসা শিক্ষক গ্ৰেফতার , ভার্সিটির শিক্ষিকা বহাল তবিয়তে ।",1
"স্যালুট সেই মাদ্রাসা শিক্ষককে,  তবে আরো খুশি হতাম যদি চুল না কেটে বেল করে দিতেন। বখাটেদের এমনি হয়া উচিত।",1
এই দেশের ছাত্র ছাত্রীদের আর কেমন ভবিষ্যৎ আশা করে মানুষ,0
কেও আটক  করা হোক।,1
ভার্সিটির যে স্টাইলিশ  ম্যাডাম চুল কাটছিলো তার তো কিছু হয়নি। ওটা মেবি চুল না অন্য কিছু কেটেছিলো।।,1
একই কাজ করেছিল রবিন্দ্র কলেজের শিক্ষিকা কৈই তাকে তো গ্রেফতার করা হলো না,1
ভার্সিটির অই শিক্ষিকাকে আটক করলেন নাহ কেন??? আইনের প্রয়োগযে সব যায়গায় সমান নয় এটাই তার প্রমাণ।,1
"আল্লাহ, এই জাতির ভালো হওয়ার জন্য যাদের বিবেক জাগ্রত করা প্রয়োজন তাদের বিবেক জাগ্রত করে দাও, নইলে সবাইকে ধ্বংস করে দাও।",1
এদেশে আর ভাল শিক্ষার্থী জন্ম নিবে কিভাবে?,1
নাপিত শিক্ষিকাকেও আটক করা হোক। ধন্যবাদ,1
এ-ই হলো আমগো দেশের আইন,0
"আমাদের আইন-শৃঙ্খলা বাহিনী এই কাজে ওস্তাদ ।  ঘৃণা প্রকাশ করি,,,   তড়িৎকর্মাদের প্রতি ।",1
এখনকার ছাত্ররা আর মানুষের মত মানুষ হবেনা এরা হবে জানোয়ার।বেত তুলে দেওয়ার পর থেকে পড়া লিখা গোল্লায় যাচ্ছে,1
এটা কোনো কথা হুজুরে তো ভালো কাজ করেছে,0
মাঝে মাঝে দেখি বিভিন্ন জায়গায় পুলিশ ধরে ধরে চুল কেটে দেয় এবং সেইটা হয় ভালো খবর। এখন শিক্ষক চুল কাটাতে তাকেই পুলিশ ধরে নিয়ে গেসে। কি বিচিত্র এক সমাজ।,1
ছাত্রদের বা* কেটে দিয়েছে মাদ্রাসার শিক্ষক এইভাবে শিরোনাম লেখার উচিত ছিল। হ্লা*র ইসলামফোবিয়া।,1
"যে বখাটে ছাত্রকে শাসন করার কারণে শিক্ষক অপমানিত হয়,  সে জাতি  আবার শিক্ষিত জাতি চায়?",1
"শিক্ষকদের অসম্মান করা হলে, ভবিষ্যৎ প্রজন্ম শিক্ষিত বেয়াদবে পরিণত হবে।",1
"প্রানের বাংলাদেশ তুমি মহান, শিক্ষককে অপমান করে  বখাটেদের দিয়েছ সম্মান।",1
শিক্ষা ব্যবস্থা বিপর্যয়ের পথে। খুব বেশি দূরে না যে দিন পড়া দেওয়ার কারনে শিক্ষকরা গ্রেফতার হবে।,1
বিভিন্ন নামি দামী স্কুলে চুল কেটে দেওয়ার নজির আছে।  তাদের তো কখনো গ্রেফতার করতে শুনলাম না।  সমস্যা টা কি মাদ্রাসা হওয়ায়?,1
অভিযুক্ত কথা বলে মহান শিক্ষককে অপমানিত করা হল,1
"একই অভিযোগে বিশ্ববিদ্যালয় শিক্ষক বরখাস্ত, আর মাদ্রাসা শিক্ষক গ্রেফতার!!",1
ওনি তো ভালো কাজ  করেছেন ! যাক আমি বিগত কয়েক দিন আগে বাড়ি থেকে আসতেছি হঠাৎ করে একটি ছেলে গাড়িতে উঠলো বাবলাম ছেলেটি মাদ্রাসা পড়ুয়া যাক আমার সামনে ছিটে বসলো যখন গাড়িতে উঠলো তখন  মাথা টুপি ছিল যখন  ছিটে বসলো তখন টুপি খুলে  পেলে তখন দেখলাম মাথা যে পরিমানে চুলের ইস্টাইল আমি বাবলাম এই ছেলে কি মাদ্রাসা ছাত্র  ৷ আর আজকে  সুনতেছি  শিক্ষক ছাএ চুল কেটে দিয়েছে বলে আটক,0
শিক্ষার্থীদের চুল কাটা শিক্ষিকা দিব্যি ঘুরে বেড়াচ্ছে।,0
সেদিন তো দেখলাম পুলিশই ছেলেদের ধরে ধরে চুল কাটতে সেলুনে নিয়ে গেছে। তখনতো দালাল মিডিয়া গুলো খুব প্রশংসা করলো।তাহলে এই শিক্ষক কেনো গ্রেফতার হবে? এক শিক্ষিকাও একই কাজ করলো তখনতো তাকে গ্রেফতার করা হলোনা। তাহলে এখন কেনো? এই শিক্ষকের নিঃশর্ত মুক্তি চাই।,1
মাদরাসার শিক্ষক কে আটক করেছেন ভার্সিটির মেডাম কে আটক করলেন না।মাদরাসা নিয়ে আপনাদের যত চুলকানি।,1
"চারপাশের হাজারো অন্যায় অপকর্ম পুলিশের চোখে পড়ে না! একজন শিক্ষককে গ্রেফতার করেছে অতি নগন্য বিষয় নিয়ে!  নাকি মাদ্রাসা বা ইসলামের গন্ধ থাকাতে এতো করিতকর্মা আচরণ করলো পুলিশ!! শিক্ষিকাকে কেন গ্রেফতার করা হলো না?? শিক্ষকের কাজটি মূলত প্রশংসনীয়। নিয়ম,শৃঙ্খলা ও সুষ্ঠু ব্যবস্থাপনার জন্য এরকম উদ্যোগ প্রয়োজন।  এর চেয়েও বহুগুণ কঠিন নিয়ম কানুন বিদ্যমান সরকারি স্কুল, ক্যান্ট পাবলিক স্কুল এন্ড কলেজসহ স্বনামধন্য শিক্ষা প্রতিষ্ঠান গুলোতে।",1
"পিতামাতা আর শিক্ষকের দায়িত্ব হল যেভাবে হোক ছেলেমেয়েদের মানুষের মত মানুষ করা,,তারা চাই না, কেউ মানুষ রূপে অমানুষ হোক,, ভাগ্য ভাল আমাদের সময় ফেইসবুক ছিল না,,আমার হুজুর কতবার আমার মাথা নেড়া করছে তার হিসাব নেই",0
"শিক্ষকদের হাতের লাটি কেড়ে নিছেন বলেই,আজ আমরা বেয়াদপ।",1
কি করে ভাই এটা করার অধিকার গুরুজনের আছে।তাদের শাসনের জন্য ই একজন ভালো ছাত্র হওয়া সম্ভব।,0
"একটা ছেলে দীনি প্রাতিষ্ঠানে পড়বে আর তার আচরণ হবে বখাটে, চোর,বাটপার, মাস্তানের মতো সেটা কি মেনে নেয়া যায়?",1
র উপযুক্ত প্রমানিত শিক্ষিকার এখনো কিছুই হয়নি। মাদারচোদ প্রশাশনিক ব্যাবস্থা।,1
"আইন সবার জন্য সমান নয়!  বিশ্ববিদ্যালয় শিক্ষিকা চুল কেটেছে, তাই তিনি বহিস্কার। মাদরাসার শিক্ষক চুল কেটেছে,  তাই তিনি গ্রেফতার!  আবার প্রমাণিত হলো,  আইন সবার জন্য সমান নয়।",1
মাদ্রাসার ছাত্ররা এমনিতেই কয়দিন পর পর চুল কাটে। তাছাড়া তারা টুপি পরে। চুল কাটলেও তেমন বোঝা যায় না। এক্ষেত্রে একেবারে পুলিশ ধরে নিয়ে যাওয়াটা কেমন জানি!,0
এই দেশে আর ভালো মানুষ জন্ম নিবে না,1
চুল কাটা অপরাধ হলো কবে থেকে,0
শিক্ষিকা বসে বসে বেতন পাবে।,0
চুল বড় হলে সেলুনে গিয়ে এমনিতেই কাটতে হয়। সেই দায়িত্ব না হয় শিক্ষক শিক্ষিকারাই নিল তাতে কার চুল গজায় নতুন করে!!! বালের এক টপিক সব,1
"ছাত্রদের বাল-চুল নিয়া স্যারদের এত চুলাকানি কেনো,।",1
"বখাটেরা পরিবার মাধ্যমকে সঠিক শিক্ষা নিতে পারেনি বলে,আজ শিক্ষক সমাজ লাঞ্চিত।",1
